ID Key,Patient Code,PAT id(SSAM),Name,Subtype,Country,Sampling Year,Sampling Year Upper,HXB2/MAC239 start,HXB2/MAC239 stop,Sequence Length,Organism
JN024172,PIC83747,49641,USPI83747EI98y05031pcWG2B1,B,UNITED STATES,2005,2005,582,9603,9061,HIV-1
JN024173,PIC83747,49641,USPI83747EI98y05031pcWG2B6,B,UNITED STATES,2005,2005,582,9603,9059,HIV-1
JN024174,PIC83747,49641,USPI83747EI154y05051pcWG2B3,B,UNITED STATES,2005,2005,582,9604,9044,HIV-1
JN024175,PIC83747,49641,USPI83747EI154y05051pcWG2B10,B,UNITED STATES,2005,2005,582,9603,9067,HIV-1
JN024176,PIC83747,49641,USPI83747EI154y05051pcWG2B7,B,UNITED STATES,2005,2005,582,9603,9043,HIV-1
JN024177,PIC83747,49641,USPI83747EI154y05051pcWG2B1,B,UNITED STATES,2005,2005,582,9604,9063,HIV-1
JN024179,PIC83747,49641,USPI83747EI154y05051pcWG2B8,B,UNITED STATES,2005,2005,582,9603,9064,HIV-1
JN024180,PIC83747,49641,USPI83747EI154y05051pcWG2B5,B,UNITED STATES,2005,2005,582,9603,9059,HIV-1
JN024181,PIC83747,49641,USPI83747EI154y05051pcWG2B6,B,UNITED STATES,2005,2005,582,9603,9059,HIV-1
JN024182,PIC83747,49641,USPI83747EI210y05071pcWG2B1,B,UNITED STATES,2005,2005,582,9603,9058,HIV-1
JN024183,PIC83747,49641,USPI83747EI210y05071pcWG2B2,B,UNITED STATES,2005,2005,582,9603,9072,HIV-1
JN024184,PIC83747,49641,USPI83747EI210y05071pcWG2B5,B,UNITED STATES,2005,2005,582,9603,9041,HIV-1
JN024185,PIC83747,49641,USPI83747EI210y05071pcWG2B4,B,UNITED STATES,2005,2005,582,9603,9072,HIV-1
JN024186,PIC83747,49641,USPI83747EI210y05071pcWG2B6,B,UNITED STATES,2005,2005,582,9603,9069,HIV-1
JN024187,PIC83747,49641,USPI83747EI273y05091pcWG2B8,B,UNITED STATES,2005,2005,582,9603,9058,HIV-1
JN024188,PIC83747,49641,USPI83747EI273y05091pcWG2B2,B,UNITED STATES,2005,2005,582,9603,9039,HIV-1
JN024189,PIC83747,49641,USPI83747EI273y05091pcWG2B1,B,UNITED STATES,2005,2005,582,9603,9044,HIV-1
JN024190,PIC83747,49641,USPI83747EI273y05091pcWG2B5,B,UNITED STATES,2005,2005,582,9603,9003,HIV-1
JN024191,PIC83747,49641,USPI83747EI273y05091pcWG2B7,B,UNITED STATES,2005,2005,582,9603,9058,HIV-1
JN024192,PIC83747,49641,USPI83747EI273y05091pcWG2B4,B,UNITED STATES,2005,2005,582,9603,9058,HIV-1
JN024193,PIC83747,49641,USPI83747EI350y05111pcWG2B23,B,UNITED STATES,2005,2005,582,9604,9055,HIV-1
JN024194,PIC83747,49641,USPI83747EI350y05111pcWG2B21,B,UNITED STATES,2005,2005,582,9604,9069,HIV-1
JN024195,PIC83747,49641,USPI83747EI350y05111pcWG2B20,B,UNITED STATES,2005,2005,582,9634,9094,HIV-1
JN024196,PIC83747,49641,USPI83747EI350y05111pcWG2B36,B,UNITED STATES,2005,2005,582,9604,9060,HIV-1
JN024197,PIC83747,49641,USPI83747EI350y05111pcWG2B19,B,UNITED STATES,2005,2005,582,9604,9052,HIV-1
JN024198,PIC83747,49641,USPI83747EI350y05111pcWG2B18,B,UNITED STATES,2005,2005,582,9604,9059,HIV-1
JN024199,PIC83747,49641,USPI83747EI350y05111pcWG2B22,B,UNITED STATES,2005,2005,582,9604,9062,HIV-1
JN024200,PIC83747,49641,USPI83747EI350y05111pcWG2B37,B,UNITED STATES,2005,2005,582,9604,9062,HIV-1
JN024201,PIC83747,49641,USPI83747EI350y05111pcWG2B24,B,UNITED STATES,2005,2005,582,9604,9061,HIV-1
JN024202,PIC83747,49641,USPI83747EI350y05111pcWG2B30,B,UNITED STATES,2005,2005,582,9604,9060,HIV-1
JN024339,PIC88403,49613,USPI88403EI14y05121pcWG2B9,B,UNITED STATES,2005,2005,582,9636,9071,HIV-1
JN024340,PIC88403,49613,USPI88403EI14y05121pcWG2B5,B,UNITED STATES,2005,2005,582,9636,9066,HIV-1
JN024341,PIC88403,49613,USPI88403EI14y05121pcWG2B2,B,UNITED STATES,2005,2005,582,9636,9069,HIV-1
JN024342,PIC88403,49613,USPI88403EI14y05121pcWG2B6,B,UNITED STATES,2005,2005,582,9636,9070,HIV-1
JN024343,PIC88403,49613,USPI88403EI14y05121pcWG2B4,B,UNITED STATES,2005,2005,582,9636,9067,HIV-1
JN024344,PIC88403,49613,USPI88403EI14y05121pcWG2B7,B,UNITED STATES,2005,2005,582,9636,9072,HIV-1
JN024345,PIC88403,49613,USPI88403EI14y05121pcWG2B1,B,UNITED STATES,2005,2005,582,9636,9066,HIV-1
JN024346,PIC88403,49613,USPI88403EI14y05121pcWG2B10,B,UNITED STATES,2005,2005,582,9636,9067,HIV-1
JN024347,PIC88403,49613,USPI88403EI14y05121pcWG2B8,B,UNITED STATES,2005,2005,582,9636,9065,HIV-1
JN024348,PIC88403,49613,USPI88403EI14y05121pcWG2B3,B,UNITED STATES,2005,2005,582,9636,9066,HIV-1
JN024349,PIC38417,49597,USPI38417EI25y05051pcWG2B4,B,UNITED STATES,2005,2005,582,9603,8937,HIV-1
JN024350,PIC38417,49597,USPI38417EI25y05051pcWG2B1,B,UNITED STATES,2005,2005,582,9603,9021,HIV-1
JN024351,PIC38417,49597,USPI38417EI25y05051pcWG2B5,B,UNITED STATES,2005,2005,582,9605,9023,HIV-1
JN024352,PIC38417,49597,USPI38417EI25y05051pcWG2B2,B,UNITED STATES,2005,2005,582,9603,9020,HIV-1
JN024353,PIC38417,49597,USPI38417EI25y05051pcWG2B3,B,UNITED STATES,2005,2005,580,9603,9023,HIV-1
JN024354,PIC38417,49597,USPI38417EI33y05051pcWG2B4,B,UNITED STATES,2005,2005,582,9636,9054,HIV-1
JN024355,PIC38417,49597,USPI38417EI33y05051pcWG2B11,B,UNITED STATES,2005,2005,582,9602,9020,HIV-1
JN024356,PIC38417,49597,USPI38417EI33y05051pcWG2B16,B,UNITED STATES,2005,2005,582,9602,9020,HIV-1
JN024357,PIC38417,49597,USPI38417EI33y05051pcWG2B12,B,UNITED STATES,2005,2005,582,9602,9020,HIV-1
JN024358,PIC38417,49597,USPI38417EI33y05051pcWG2B1,B,UNITED STATES,2005,2005,582,9636,8915,HIV-1
JN024359,PIC38417,49597,USPI38417EI33y05051pcWG2B6,B,UNITED STATES,2005,2005,582,9636,9054,HIV-1
JN024360,PIC38417,49597,USPI38417EI33y05051pcWG2B17,B,UNITED STATES,2005,2005,582,9602,9021,HIV-1
JN024361,PIC38417,49597,USPI38417EI33y05051pcWG2B7,B,UNITED STATES,2005,2005,582,9636,9054,HIV-1
JN024362,PIC38417,49597,USPI38417EI33y05051pcWG2B13,B,UNITED STATES,2005,2005,582,9636,9054,HIV-1
JN024363,PIC38417,49597,USPI38417EI33y05051pcWG2B2,B,UNITED STATES,2005,2005,582,9636,9055,HIV-1
JN024364,PIC38417,49597,USPI38417EI40y05051pcWG2B5,B,UNITED STATES,2005,2005,582,9603,8951,HIV-1
JN024365,PIC38417,49597,USPI38417EI40y05051pcWG2B10,B,UNITED STATES,2005,2005,582,9602,9021,HIV-1
JN024366,PIC38417,49597,USPI38417EI40y05051pcWG2B2,B,UNITED STATES,2005,2005,582,9603,9021,HIV-1
JN024367,PIC38417,49597,USPI38417EI40y05051pcWG2B7,B,UNITED STATES,2005,2005,582,9603,9021,HIV-1
JN024368,PIC38417,49597,USPI38417EI40y05051pcWG2B1,B,UNITED STATES,2005,2005,582,9603,9019,HIV-1
JN024369,PIC38417,49597,USPI38417EI40y05051pcWG2B11,B,UNITED STATES,2005,2005,582,9603,9021,HIV-1
JN024370,PIC38417,49597,USPI38417EI40y05051pcWG2B12,B,UNITED STATES,2005,2005,582,9603,9021,HIV-1
JN024371,PIC38417,49597,USPI38417EI40y05051pcWG2B6,B,UNITED STATES,2005,2005,582,9603,9020,HIV-1
JN024372,PIC38417,49597,USPI38417EI40y05051pcWG2B9,B,UNITED STATES,2005,2005,582,9603,9021,HIV-1
JN024373,PIC38417,49597,USPI38417EI40y05051pcWG2B3,B,UNITED STATES,2005,2005,582,9603,9020,HIV-1
JN024374,PIC38417,49597,USPI38417EI40y05051pcWG2B4,B,UNITED STATES,2005,2005,582,9603,9021,HIV-1
JN024375,PIC38417,49597,USPI38417EI40y05051pcWG2B8,B,UNITED STATES,2005,2005,582,9603,9020,HIV-1
JN024376,PIC38417,49597,USPI38417EI53y05061pcWG2B7,B,UNITED STATES,2005,2005,582,9603,9021,HIV-1
JN024377,PIC38417,49597,USPI38417EI53y05061pcWG2B5,B,UNITED STATES,2005,2005,582,9603,9021,HIV-1
JN024378,PIC38417,49597,USPI38417EI53y05061pcWG2B8,B,UNITED STATES,2005,2005,582,9603,9021,HIV-1
JN024379,PIC38417,49597,USPI38417EI53y05061pcWG2B1,B,UNITED STATES,2005,2005,582,9603,9019,HIV-1
JN024380,PIC38417,49597,USPI38417EI53y05061pcWG2B9,B,UNITED STATES,2005,2005,582,9603,9021,HIV-1
JN024381,PIC38417,49597,USPI38417EI53y05061pcWG2B4,B,UNITED STATES,2005,2005,582,9603,9020,HIV-1
JN024382,PIC38417,49597,USPI38417EI53y05061pcWG2B6,B,UNITED STATES,2005,2005,582,9603,9021,HIV-1
JN024383,PIC38417,49597,USPI38417EI53y05061pcWG2B2,B,UNITED STATES,2005,2005,582,9603,9021,HIV-1
JN024384,PIC38417,49597,USPI38417EI53y05061pcWG2B10,B,UNITED STATES,2005,2005,582,9603,9022,HIV-1
JN024385,PIC38417,49597,USPI38417EI53y05061pcWG2B3,B,UNITED STATES,2005,2005,582,9603,9021,HIV-1
JN024386,PIC38417,49597,USPI38417EI83y05071pcWG2B4,B,UNITED STATES,2005,2005,582,9636,9054,HIV-1
JN024387,PIC38417,49597,USPI38417EI83y05071pcWG2B12,B,UNITED STATES,2005,2005,582,9636,9054,HIV-1
JN024388,PIC38417,49597,USPI38417EI83y05071pcWG2B3,B,UNITED STATES,2005,2005,582,9636,9054,HIV-1
JN024389,PIC38417,49597,USPI38417EI83y05071pcWG2B6,B,UNITED STATES,2005,2005,582,9636,9053,HIV-1
JN024390,PIC38417,49597,USPI38417EI83y05071pcWG2B11,B,UNITED STATES,2005,2005,582,9636,9054,HIV-1
JN024391,PIC38417,49597,USPI38417EI83y05071pcWG2B7,B,UNITED STATES,2005,2005,582,9636,9054,HIV-1
JN024392,PIC38417,49597,USPI38417EI83y05071pcWG2B15,B,UNITED STATES,2005,2005,582,9636,9054,HIV-1
JN024393,PIC38417,49597,USPI38417EI83y05071pcWG2B13,B,UNITED STATES,2005,2005,582,9636,9054,HIV-1
JN024394,PIC38417,49597,USPI38417EI83y05071pcWG2B5,B,UNITED STATES,2005,2005,582,9636,9054,HIV-1
JN024395,PIC38417,49597,USPI38417EI83y05071pcWG2B8,B,UNITED STATES,2005,2005,582,9636,9054,HIV-1
JN024396,PIC38417,49597,USPI38417EI112y05081pcWG2B29,B,UNITED STATES,2005,2005,582,9604,9023,HIV-1
JN024397,PIC38417,49597,USPI38417EI112y05081pcWG2B35,B,UNITED STATES,2005,2005,582,9604,9022,HIV-1
JN024398,PIC38417,49597,USPI38417EI112y05081pcWG2B26,B,UNITED STATES,2005,2005,582,9604,9022,HIV-1
JN024399,PIC38417,49597,USPI38417EI112y05081pcWG2B27,B,UNITED STATES,2005,2005,582,9604,9020,HIV-1
JN024400,PIC38417,49597,USPI38417EI112y05081pcWG2B31,B,UNITED STATES,2005,2005,582,9604,9022,HIV-1
JN024401,PIC38417,49597,USPI38417EI112y05081pcWG2B32,B,UNITED STATES,2005,2005,582,9604,8837,HIV-1
JN024402,PIC38417,49597,USPI38417EI112y05081pcWG2B28,B,UNITED STATES,2005,2005,582,9604,9022,HIV-1
JN024403,PIC38417,49597,USPI38417EI112y05081pcWG2B33,B,UNITED STATES,2005,2005,582,9604,9022,HIV-1
JN024404,PIC38417,49597,USPI38417EI112y05081pcWG2B34,B,UNITED STATES,2005,2005,582,9604,9022,HIV-1
JN024405,PIC38417,49597,USPI38417EI140y05091pcWG2B4,B,UNITED STATES,2005,2005,582,9636,9055,HIV-1
JN024406,PIC38417,49597,USPI38417EI140y05091pcWG2B12,B,UNITED STATES,2005,2005,582,9636,9054,HIV-1
JN024407,PIC38417,49597,USPI38417EI140y05091pcWG2B3,B,UNITED STATES,2005,2005,582,9636,9054,HIV-1
JN024408,PIC38417,49597,USPI38417EI140y05091pcWG2B6,B,UNITED STATES,2005,2005,582,9636,9054,HIV-1
JN024409,PIC38417,49597,USPI38417EI140y05091pcWG2B10,B,UNITED STATES,2005,2005,582,9636,9054,HIV-1
JN024410,PIC38417,49597,USPI38417EI140y05091pcWG2B9,B,UNITED STATES,2005,2005,582,9636,9053,HIV-1
JN024411,PIC38417,49597,USPI38417EI140y05091pcWG2B5,B,UNITED STATES,2005,2005,582,9636,9054,HIV-1
JN024412,PIC38417,49597,USPI38417EI140y05091pcWG2B1,B,UNITED STATES,2005,2005,582,9636,9054,HIV-1
JN024413,PIC38417,49597,USPI38417EI140y05091pcWG2B2,B,UNITED STATES,2005,2005,582,9636,9054,HIV-1
JN024414,PIC38417,49597,USPI38417EI140y05091pcWG2B13,B,UNITED STATES,2005,2005,582,9636,9054,HIV-1
JN024415,PIC38417,49597,USPI38417EI243y05121pcWG2B10,B,UNITED STATES,2005,2005,582,9636,9054,HIV-1
JN024416,PIC38417,49597,USPI38417EI243y05121pcWG2B4,B,UNITED STATES,2005,2005,582,9636,9053,HIV-1
JN024417,PIC38417,49597,USPI38417EI243y05121pcWG2B7,B,UNITED STATES,2005,2005,582,9636,9054,HIV-1
JN024418,PIC38417,49597,USPI38417EI243y05121pcWG2B6,B,UNITED STATES,2005,2005,582,9636,9054,HIV-1
JN024419,PIC38417,49597,USPI38417EI243y05121pcWG2B5,B,UNITED STATES,2005,2005,582,9636,9053,HIV-1
JN024420,PIC38417,49597,USPI38417EI243y05121pcWG2B2,B,UNITED STATES,2005,2005,582,9636,9054,HIV-1
JN024421,PIC38417,49597,USPI38417EI243y05121pcWG2B8,B,UNITED STATES,2005,2005,582,9636,9054,HIV-1
JN024436,PIC55751,49637,USPI55751EI3343y05081pcWG2B10,B,UNITED STATES,2005,2005,582,9603,9101,HIV-1
JN024437,PIC55751,49637,USPI55751EI3343y05081pcWG2B3,B,UNITED STATES,2005,2005,582,9603,9028,HIV-1
JN024438,PIC55751,49637,USPI55751EI3343y05081pcWG2B4,B,UNITED STATES,2005,2005,582,9603,9073,HIV-1
JN024439,PIC55751,49637,USPI55751EI3343y05081pcWG2B9,B,UNITED STATES,2005,2005,582,9603,9066,HIV-1
JN024440,PIC55751,49637,USPI55751EI3343y05081pcWG2B2,B,UNITED STATES,2005,2005,582,9603,9065,HIV-1
JN024441,PIC55751,49637,USPI55751EI3343y05081pcWG2B5,B,UNITED STATES,2005,2005,582,9603,9065,HIV-1
JN024442,PIC55751,49637,USPI55751EI3343y05081pcWG2B1,B,UNITED STATES,2005,2005,582,9603,9082,HIV-1
JN024443,PIC55751,49637,USPI55751EI3394y05101pcWG2B2,B,UNITED STATES,2005,2005,582,9603,9072,HIV-1
JN024444,PIC55751,49637,USPI55751EI3394y05101pcWG2B6,B,UNITED STATES,2005,2005,582,9603,9078,HIV-1
JN024445,PIC55751,49637,USPI55751EI3394y05101pcWG2B1,B,UNITED STATES,2005,2005,582,9603,9072,HIV-1
JN024446,PIC55751,49637,USPI55751EI3394y05101pcWG2B7,B,UNITED STATES,2005,2005,582,9603,9084,HIV-1
JN024447,PIC55751,49637,USPI55751EI3394y05101pcWG2B4,B,UNITED STATES,2005,2005,582,9603,9080,HIV-1
JN024448,PIC55751,49637,USPI55751EI3394y05101pcWG2B5,B,UNITED STATES,2005,2005,582,9603,9057,HIV-1
JN024449,PIC55751,49637,USPI55751EI3394y05101pcWG2B3,B,UNITED STATES,2005,2005,582,9603,9090,HIV-1
JN024450,PIC38051,49614,USPI38051EI3y05121pcWG2B1,B,UNITED STATES,2005,2005,582,9636,9069,HIV-1
JN024451,PIC38051,49614,USPI38051EI3y05121pcWG2B2,B,UNITED STATES,2005,2005,582,9636,9069,HIV-1
JN024452,PIC38051,49614,USPI38051EI3y05121pcWG2B7,B,UNITED STATES,2005,2005,582,9636,9068,HIV-1
JN024453,PIC38051,49614,USPI38051EI3y05121pcWG2B9,B,UNITED STATES,2005,2005,582,9636,9069,HIV-1
JN024454,PIC38051,49614,USPI38051EI3y05121pcWG2B3,B,UNITED STATES,2005,2005,582,9636,9069,HIV-1
JN024455,PIC38051,49614,USPI38051EI3y05121pcWG2B6,B,UNITED STATES,2005,2005,582,9636,9070,HIV-1
JN024456,PIC38051,49614,USPI38051EI3y05121pcWG2B10,B,UNITED STATES,2005,2005,582,9636,9069,HIV-1
JN024457,PIC38051,49614,USPI38051EI3y05121pcWG2B8,B,UNITED STATES,2005,2005,582,9636,9069,HIV-1
JN024458,PIC38051,49614,USPI38051EI3y05121pcWG2B4,B,UNITED STATES,2005,2005,582,9636,9070,HIV-1
JN024459,PIC51550,49598,USPI51550EI3285y05051pcWG2B1,B,UNITED STATES,2005,2005,582,9603,9045,HIV-1
JN024460,PIC51550,49598,USPI51550EI3285y05051pcWG2B6,B,UNITED STATES,2005,2005,582,9603,9038,HIV-1
JN024461,PIC51550,49598,USPI51550EI3285y05051pcWG2B10,B,UNITED STATES,2005,2005,582,9603,9059,HIV-1
JN024462,PIC51550,49598,USPI51550EI3285y05051pcWG2B3,B,UNITED STATES,2005,2005,582,9603,9060,HIV-1
JN024463,PIC51550,49598,USPI51550EI3285y05051pcWG2B4,B,UNITED STATES,2005,2005,582,9603,9075,HIV-1
JN024464,PIC51550,49598,USPI51550EI3285y05051pcWG2B9,B,UNITED STATES,2005,2005,582,9603,9061,HIV-1
JN024465,PIC51550,49598,USPI51550EI3285y05051pcWG2B5,B,UNITED STATES,2005,2005,582,9603,9065,HIV-1
JN024466,PIC51550,49598,USPI51550EI3285y05051pcWG2B8,B,UNITED STATES,2005,2005,582,9603,9056,HIV-1
JN024467,PIC51550,49598,USPI51550EI3285y05051pcWG2B7,B,UNITED STATES,2005,2005,582,9603,9075,HIV-1
JN024468,PIC51550,49598,USPI51550EI3285y05051pcWG2B2,B,UNITED STATES,2005,2005,582,9603,9036,HIV-1
JN024469,PIC11286,49604,USPI11286EI13y05091pcWG2B1,B,UNITED STATES,2005,2005,582,9603,9080,HIV-1
JN024470,PIC11286,49604,USPI11286EI13y05091pcWG2B12,B,UNITED STATES,2005,2005,582,9636,9126,HIV-1
JN024471,PIC11286,49604,USPI11286EI13y05091pcWG2B13,B,UNITED STATES,2005,2005,582,9636,9053,HIV-1
JN024472,PIC11286,49604,USPI11286EI13y05091pcWG2B7,B,UNITED STATES,2005,2005,582,9636,9093,HIV-1
JN024473,PIC11286,49604,USPI11286EI13y05091pcWG2B4,B,UNITED STATES,2005,2005,582,8755,8184,HIV-1
JN024474,PIC11286,49604,USPI11286EI13y05091pcWG2B9,B,UNITED STATES,2005,2005,582,9636,9077,HIV-1
JN024475,PIC11286,49604,USPI11286EI13y05091pcWG2B10,B,UNITED STATES,2005,2005,582,9637,9114,HIV-1
JN024476,PIC11286,49604,USPI11286EI13y05091pcWG2B8,B,UNITED STATES,2005,2005,582,9636,9113,HIV-1
JN024477,PIC11286,49604,USPI11286EI13y05091pcWG2B15,B,UNITED STATES,2005,2005,582,9636,9069,HIV-1
JN024478,PIC11286,49604,USPI11286EI18y05091pcWG2B9,B,UNITED STATES,2005,2005,582,9603,9037,HIV-1
JN024479,PIC11286,49604,USPI11286EI18y05091pcWG2B2,B,UNITED STATES,2005,2005,582,9603,9036,HIV-1
JN024481,PIC11286,49604,USPI11286EI18y05091pcWG2B5,B,UNITED STATES,2005,2005,582,9603,9077,HIV-1
JN024482,PIC11286,49604,USPI11286EI18y05091pcWG2B8,B,UNITED STATES,2005,2005,582,9603,9037,HIV-1
JN024483,PIC11286,49604,USPI11286EI18y05091pcWG2B3,B,UNITED STATES,2005,2005,582,9603,9037,HIV-1
JN024484,PIC11286,49604,USPI11286EI18y05091pcWG2B1,B,UNITED STATES,2005,2005,582,9603,9037,HIV-1
JN024485,PIC11286,49604,USPI11286EI26y05091pcWG2B5,B,UNITED STATES,2005,2005,582,9603,9037,HIV-1
JN024486,PIC11286,49604,USPI11286EI26y05091pcWG2B8,B,UNITED STATES,2005,2005,582,9603,9044,HIV-1
JN024487,PIC11286,49604,USPI11286EI26y05091pcWG2B7,B,UNITED STATES,2005,2005,582,9603,9037,HIV-1
JN024488,PIC11286,49604,USPI11286EI26y05091pcWG2B6,B,UNITED STATES,2005,2005,582,9603,9037,HIV-1
JN024489,PIC11286,49604,USPI11286EI26y05091pcWG2B4,B,UNITED STATES,2005,2005,582,9603,9080,HIV-1
JN024490,PIC11286,49604,USPI11286EI26y05091pcWG2B2,B,UNITED STATES,2005,2005,582,9603,9037,HIV-1
JN024491,PIC11286,49604,USPI11286EI26y05091pcWG2B1,B,UNITED STATES,2005,2005,582,9603,9037,HIV-1
JN024492,PIC11286,49604,USPI11286EI26y05091pcWG2B3,B,UNITED STATES,2005,2005,582,9603,9080,HIV-1
JN024493,PIC83747,49641,USPI83747EI57y05021pcWG2B13,B,UNITED STATES,2005,2005,582,9603,9041,HIV-1
JN024494,PIC83747,49641,USPI83747EI57y05021pcWG2B14,B,UNITED STATES,2005,2005,582,9603,9049,HIV-1
JN024495,PIC83747,49641,USPI83747EI98y05031pcWG2B12,B,UNITED STATES,2005,2005,582,9603,9063,HIV-1
JN024506,PIC55751,49637,USPI55751EI3343y05081pcWG2B6,B,UNITED STATES,2005,2005,582,9603,9080,HIV-1
JN024507,PIC55751,49637,USPI55751EI3343y05081pcWG2B7,B,UNITED STATES,2005,2005,582,9603,9024,HIV-1
JN024508,PIC55751,49637,USPI55751EI3343y05081pcWG2B8,B,UNITED STATES,2005,2005,582,9603,9098,HIV-1
JN024509,PIC55751,49637,USPI55751EI3394y05101pcWG2B8,B,UNITED STATES,2005,2005,582,9603,9033,HIV-1
JN024510,PIC55751,49637,USPI55751EI3394y05101pcWG2B9,B,UNITED STATES,2005,2005,582,9603,9072,HIV-1
JN024522,PIC83747,49641,USPI83747EI154y05051pcWG2B4,B,UNITED STATES,2005,2005,582,9604,9062,HIV-1
JN024523,PIC83747,49641,USPI83747EI154y05051pcWG2B9,B,UNITED STATES,2005,2005,582,9604,9062,HIV-1
JN024524,PIC83747,49641,USPI83747EI210y05071pcWG2B10,B,UNITED STATES,2005,2005,582,9603,9042,HIV-1
JN024525,PIC83747,49641,USPI83747EI210y05071pcWG2B11,B,UNITED STATES,2005,2005,582,9636,9097,HIV-1
JN024526,PIC83747,49641,USPI83747EI210y05071pcWG2B12,B,UNITED STATES,2005,2005,582,9636,9029,HIV-1
JN024527,PIC83747,49641,USPI83747EI210y05071pcWG2B13,B,UNITED STATES,2005,2005,582,9636,9103,HIV-1
JN024528,PIC83747,49641,USPI83747EI210y05071pcWG2B14,B,UNITED STATES,2005,2005,582,9636,9060,HIV-1
JN024529,PIC83747,49641,USPI83747EI273y05091pcWG2B10,B,UNITED STATES,2005,2005,582,9603,9055,HIV-1
JN024530,PIC83747,49641,USPI83747EI273y05091pcWG2B12,B,UNITED STATES,2005,2005,582,9603,9058,HIV-1
JN024531,PIC83747,49641,USPI83747EI273y05091pcWG2B6,B,UNITED STATES,2005,2005,582,9603,9041,HIV-1
JN024532,PIC83747,49641,USPI83747EI273y05091pcWG2B9,B,UNITED STATES,2005,2005,582,9603,9040,HIV-1
JN024533,PIC83747,49641,USPI83747EI57y05021pcWG2B11,B,UNITED STATES,2005,2005,582,9603,9061,HIV-1
JN024534,PIC83747,49641,USPI83747EI57y05021pcWG2B12,B,UNITED STATES,2005,2005,582,9603,9033,HIV-1
JN024535,PIC83747,49641,USPI83747EI69y05021pcWG2B10,B,UNITED STATES,2005,2005,582,9636,9094,HIV-1
JN024536,PIC83747,49641,USPI83747EI69y05021pcWG2B9,B,UNITED STATES,2005,2005,582,9636,9075,HIV-1
JN024537,PIC83747,49641,USPI83747EI98y05031pcWG2B16,B,UNITED STATES,2005,2005,582,9636,9094,HIV-1
JN024538,PIC38417,49597,USPI38417EI25y05051pcWG2B11,B,UNITED STATES,2005,2005,582,9603,9021,HIV-1
JN024539,PIC38417,49597,USPI38417EI25y05051pcWG2B13,B,UNITED STATES,2005,2005,582,9603,9021,HIV-1
JN024540,PIC38417,49597,USPI38417EI25y05051pcWG2B15,B,UNITED STATES,2005,2005,582,9603,9021,HIV-1
JN024541,PIC38417,49597,USPI38417EI25y05051pcWG2B16,B,UNITED STATES,2005,2005,582,9603,9021,HIV-1
JN024542,PIC38417,49597,USPI38417EI112y05081pcWG2B14,B,UNITED STATES,2005,2005,582,9603,9020,HIV-1
JN024543,PIC38417,49597,USPI38417EI112y05081pcWG2B15,B,UNITED STATES,2005,2005,582,9603,9020,HIV-1
JN024544,PIC38417,49597,USPI38417EI196y05101pcWG2B1,B,UNITED STATES,2005,2005,582,9603,9021,HIV-1
JN024545,PIC38417,49597,USPI38417EI196y05101pcWG2B10,B,UNITED STATES,2005,2005,582,9603,9024,HIV-1
JN024546,PIC38417,49597,USPI38417EI196y05101pcWG2B2,B,UNITED STATES,2005,2005,582,9603,9003,HIV-1
JN024547,PIC38417,49597,USPI38417EI196y05101pcWG2B3,B,UNITED STATES,2005,2005,582,9603,9022,HIV-1
JN024548,PIC38417,49597,USPI38417EI196y05101pcWG2B4,B,UNITED STATES,2005,2005,582,9603,9022,HIV-1
JN024549,PIC38417,49597,USPI38417EI196y05101pcWG2B5,B,UNITED STATES,2005,2005,582,9603,9021,HIV-1
JN024550,PIC38417,49597,USPI38417EI196y05101pcWG2B6,B,UNITED STATES,2005,2005,582,9603,9021,HIV-1
JN024551,PIC38417,49597,USPI38417EI196y05101pcWG2B7,B,UNITED STATES,2005,2005,582,9603,9021,HIV-1
JN024552,PIC38417,49597,USPI38417EI196y05101pcWG2B8,B,UNITED STATES,2005,2005,582,9603,9021,HIV-1
JN024553,PIC38417,49597,USPI38417EI196y05101pcWG2B9,B,UNITED STATES,2005,2005,582,9603,9020,HIV-1
JN024554,PIC38417,49597,USPI38417EI243y05121pcWG2B1,B,UNITED STATES,2005,2005,582,9603,9020,HIV-1
JN024555,PIC38417,49597,USPI38417EI243y05121pcWG2B13,B,UNITED STATES,2005,2005,582,9603,9021,HIV-1
JN024556,PIC38417,49597,USPI38417EI243y05121pcWG2B9,B,UNITED STATES,2005,2005,582,9603,9021,HIV-1
JN024557,PIC11286,49604,USPI11286EI13y05091pcWG2B11,B,UNITED STATES,2005,2005,582,9603,9037,HIV-1
JN024558,PIC11286,49604,USPI11286EI18y05091pcWG2B10,B,UNITED STATES,2005,2005,582,9603,9037,HIV-1
JN024559,PIC11286,49604,USPI11286EI18y05091pcWG2B6,B,UNITED STATES,2005,2005,582,9603,9037,HIV-1
JN024560,PIC11286,49604,USPI11286EI18y05091pcWG2B7,B,UNITED STATES,2005,2005,582,9603,9037,HIV-1
JN024561,PIC11286,49604,USPI11286EI26y05091pcWG2B9,B,UNITED STATES,2005,2005,582,9603,9037,HIV-1
JN024562,PIC38051,49614,USPI38051EI7y05121pcWG2B10,B,UNITED STATES,2005,2005,582,9636,9068,HIV-1
JN024563,PIC38051,49614,USPI38051EI7y05121pcWG2B12,B,UNITED STATES,2005,2005,582,9636,9069,HIV-1
JN024564,PIC38051,49614,USPI38051EI7y05121pcWG2B13,B,UNITED STATES,2005,2005,582,9636,9069,HIV-1
